time,wave_height,wave_period,wave_direction,wind_wave_height,swell_wave_height,swell_wave_period,swell_wave_direction,wind_speed_10m,wind_direction_10m,beach_id,beach_name,preferred_swell_direction_deg,swell_direction_tolerance_deg,preferred_wind_direction_deg,wind_direction_tolerance_deg,surf_score
2026-08-25T05:00,1.26,8.9,200,0.0,0.9,4.4,191,3.8,357,10,Cerro Azul,225,45,67,45,67.8
2026-08-25T06:00,1.24,8.95,201,0.02,0.88,4.65,192,5.2,333,10,Cerro Azul,225,45,67,45,61.2
2026-08-25T07:00,1.24,9.05,201,0.02,0.88,4.9,192,4.4,305,10,Cerro Azul,225,45,67,45,63.5
2026-08-25T08:00,1.22,9.15,201,0.04,0.86,4.75,192,5.9,259,10,Cerro Azul,225,45,67,45,61.2
2026-08-25T09:00,1.2,9.3,202,0.06,0.84,4.6,193,5.8,250,10,Cerro Azul,225,45,67,45,61.4
2026-08-25T10:00,1.18,9.4,202,0.08,0.82,4.95,193,8.3,252,10,Cerro Azul,225,45,67,45,61.4
2026-08-25T11:00,1.18,9.45,202,0.14,0.78,6.3,197,10.5,243,10,Cerro Azul,225,45,67,45,58.4
2026-08-25T12:00,1.16,9.45,203,0.2,0.76,8.1,202,11.6,231,10,Cerro Azul,225,45,67,45,58.6
2026-08-25T13:00,1.16,9.45,203,0.26,0.72,9.35,206,12.0,220,10,Cerro Azul,225,45,67,45,58.6
2026-08-25T14:00,1.16,9.45,203,0.26,0.72,9.5,206,12.9,205,10,Cerro Azul,225,45,67,45,58.6
2026-08-25T15:00,1.16,9.45,203,0.26,0.74,9.1,205,14.9,191,10,Cerro Azul,225,45,67,45,58.6
2026-08-25T16:00,1.16,9.45,203,0.26,0.74,8.8,205,15.2,186,10,Cerro Azul,225,45,67,45,54.8
2026-08-25T17:00,1.16,9.4,203,0.24,0.72,8.8,205,14.1,185,10,Cerro Azul,225,45,67,45,58.6
2026-08-25T18:00,1.18,9.35,202,0.2,0.68,8.85,204,13.0,183,10,Cerro Azul,225,45,67,45,58.4
2026-08-25T19:00,1.18,9.3,202,0.18,0.66,8.95,204,13.3,178,10,Cerro Azul,225,45,67,45,58.4
2026-08-25T20:00,1.2,9.25,202,0.16,0.66,9.05,204,13.0,169,10,Cerro Azul,225,45,67,45,58.4
2026-08-25T21:00,1.22,9.15,201,0.14,0.66,9.15,204,13.0,156,10,Cerro Azul,225,45,67,45,58.5
2026-08-25T22:00,1.24,9.1,201,0.12,0.66,9.2,204,13.7,150,10,Cerro Azul,225,45,67,45,59.8
2026-08-25T23:00,1.24,9.05,201,0.12,0.64,9.35,204,14.6,147,10,Cerro Azul,225,45,67,45,60.5
2026-08-26T00:00,1.26,9.05,201,0.14,0.6,9.45,204,14.1,142,10,Cerro Azul,225,45,67,45,61.6
2026-08-26T01:00,1.26,9.0,201,0.14,0.58,9.05,204,14.1,141,10,Cerro Azul,225,45,67,45,61.8
2026-08-26T02:00,1.28,8.95,201,0.12,0.7,7.7,200,13.4,140,10,Cerro Azul,225,45,67,45,62.0
2026-08-26T03:00,1.28,8.95,201,0.12,0.84,5.85,195,11.6,144,10,Cerro Azul,225,45,67,45,61.1
2026-08-26T04:00,1.3,8.95,201,0.1,0.96,4.5,191,8.0,149,10,Cerro Azul,225,45,67,45,63.0
2026-08-26T05:00,1.28,9.0,201,0.08,0.96,4.15,192,4.8,155,10,Cerro Azul,225,45,67,45,63.9
2026-08-26T06:00,1.28,9.1,202,0.04,0.94,4.35,192,2.9,173,10,Cerro Azul,225,45,67,45,63.7
2026-08-26T07:00,1.26,9.2,202,0.02,0.94,4.55,193,3.9,217,10,Cerro Azul,225,45,67,45,63.7
2026-08-26T08:00,1.24,9.35,203,0.04,0.9,4.25,193,5.5,247,10,Cerro Azul,225,45,67,45,61.6
2026-08-26T09:00,1.22,9.5,203,0.08,0.88,4.0,193,6.7,267,10,Cerro Azul,225,45,67,45,61.6
2026-08-26T10:00,1.2,9.65,204,0.1,0.84,4.65,193,9.8,265,10,Cerro Azul,225,45,67,45,61.8
2026-08-26T11:00,1.18,9.8,204,0.1,0.74,7.15,202,10.9,253,10,Cerro Azul,225,45,67,45,58.8
2026-08-26T12:00,1.16,10.0,205,0.08,0.66,10.6,212,11.2,248,10,Cerro Azul,225,45,67,45,63.9
2026-08-26T13:00,1.14,10.15,205,0.08,0.56,13.1,221,10.5,246,10,Cerro Azul,225,45,67,45,63.9
2026-08-26T14:00,1.14,10.25,205,0.12,0.56,13.75,221,10.4,238,10,Cerro Azul,225,45,67,45,63.9
2026-08-26T15:00,1.12,10.35,206,0.14,0.58,13.45,220,10.7,224,10,Cerro Azul,225,45,67,45,64.1
2026-08-26T16:00,1.12,10.45,206,0.18,0.58,13.2,220,10.7,211,10,Cerro Azul,225,45,67,45,64.1
2026-08-26T17:00,1.12,10.5,206,0.16,0.6,13.25,221,11.1,197,10,Cerro Azul,225,45,67,45,64.1
2026-08-26T18:00,1.1,10.55,207,0.12,0.64,13.35,223,13.0,186,10,Cerro Azul,225,45,67,45,64.2
2026-08-26T19:00,1.1,10.6,207,0.1,0.66,13.4,224,12.8,182,10,Cerro Azul,225,45,67,45,64.2
2026-08-26T20:00,1.08,10.65,207,0.08,0.66,13.45,224,11.5,176,10,Cerro Azul,225,45,67,45,64.2
2026-08-26T21:00,1.08,10.75,208,0.04,0.66,13.5,224,11.4,165,10,Cerro Azul,225,45,67,45,64.4
2026-08-26T22:00,1.06,10.8,208,0.02,0.66,13.4,224,10.3,158,10,Cerro Azul,225,45,67,45,64.4
2026-08-26T23:00,1.06,10.85,208,0.02,0.68,13.1,224,10.5,143,10,Cerro Azul,225,45,67,45,67.5
